Date,Jail Population,Community Corrections,Total Male And Female
2021-02-03,5338.0,3632,8970.0
2021-02-04,5361.0,3628,8989.0
2021-02-05,5345.0,3633,8978.0
2021-02-06,5343.0,3640,8983.0
2021-02-07,5353.0,3661,9014.0
2021-02-08,5377.0,3674,9051.0
2021-02-09,5376.0,3665,9041.0
2021-02-10,5358.0,3652,9010.0
2021-02-11,5358.0,3643,9001.0
2021-02-12,5368.0,3630,8998.0
2021-02-13,5387.0,3647,9034.0
2021-02-14,5427.0,3650,9077.0
2021-02-15,5437.0,3662,9099.0
2021-02-16,5470.0,3664,9134.0
2021-02-17,5436.0,3674,9110.0
2021-02-18,5411.0,3661,9072.0
2021-02-19,5396.0,3657,9053.0
2021-02-20,5408.0,3647,9055.0
2021-02-21,5439.0,3667,9106.0
2021-02-22,5435.0,3678,9113.0
2021-02-23,5435.0,3659,9094.0
2021-02-24,5411.0,3661,9072.0
2021-02-25,5414.0,3669,9083.0
2021-02-26,5411.0,3665,9076.0
2021-03-01,5487.0,3688,9175.0
2021-03-02,5514.0,3692,9206.0
2021-03-03,5529.0,3687,9216.0
2021-03-04,5509.0,3689,9198.0
2021-03-05,5502.0,3698,9200.0
2021-03-06,5489.0,3695,9184.0
2021-03-07,5515.0,3704,9219.0
2021-03-08,5554.0,3701,9255.0
2021-03-09,5549.0,3686,9235.0
2021-03-10,5533.0,3685,9218.0
2021-03-11,5516.0,3677,9193.0
2021-03-12,5515.0,3665,9180.0
2021-03-13,5520.0,3653,9173.0
2021-03-14,5573.0,3662,9235.0
2021-03-15,5585.0,3665,9250.0
2021-03-16,5573.0,3656,9229.0
2021-03-17,5531.0,3646,9177.0
2021-03-18,5535.0,3646,9181.0
2021-03-19,5527.0,3634,9161.0
2021-03-20,5543.0,3633,9176.0
2021-03-21,5568.0,3654,9222.0
2021-03-22,5595.0,3659,9254.0
2021-03-23,5610.0,3659,9269.0
2021-03-24,5613.0,3654,9267.0
2021-03-25,5622.0,3635,9257.0
2021-03-26,5610.0,3631,9241.0
2021-03-27,5606.0,3626,9232.0
2021-03-28,5620.0,3637,9257.0
2021-03-29,5658.0,3642,9300.0
2021-03-30,5687.0,3635,9322.0
2021-03-31,5690.0,3643,9333.0
2021-04-01,5692.0,3637,9329.0
2021-04-02,5671.0,3637,9308.0
2021-04-03,5689.0,3637,9326.0
2021-04-04,5704.0,3657,9361.0
2021-04-05,5758.0,3670,9428.0
2021-04-06,5761.0,3659,9420.0
2021-04-07,5729.0,3662,9391.0
2021-04-08,5724.0,3643,9367.0
2021-04-09,5730.0,3641,9371.0
2021-04-10,5708.0,3646,9354.0
2021-04-11,5761.0,3656,9417.0
2021-04-12,5782.0,3660,9442.0
2021-04-13,5778.0,3649,9427.0
2021-04-14,5756.0,3650,9406.0
2021-04-15,5725.0,3640,9365.0
2021-04-16,5703.0,3632,9335.0
2021-04-17,5707.0,3622,9329.0
2021-04-18,5727.0,3640,9367.0
2021-04-19,5731.0,3657,9388.0
2021-04-20,5702.0,3642,9344.0
2021-04-21,5670.0,3644,9314.0
2021-04-22,5645.0,3633,9278.0
2021-04-23,5625.0,3632,9257.0
2021-04-24,5614.0,3625,9239.0
2021-04-25,5647.0,3630,9277.0
2021-04-26,5673.0,3631,9304.0
2021-04-27,5678.0,3612,9290.0
2021-04-28,5672.0,3597,9269.0
2021-04-29,5665.0,3584,9249.0
2021-04-30,5642.0,3579,9221.0
2021-05-01,5644.0,3576,9220.0
2021-05-02,5676.0,3595,9271.0
2021-05-03,5690.0,3603,9293.0
2021-05-04,5703.0,3601,9304.0
2021-05-05,5700.0,3591,9291.0
2021-05-06,5680.0,3581,9261.0
2021-05-07,5664.0,3588,9252.0
2021-05-08,5660.0,3590,9250.0
2021-05-09,5700.0,3604,9304.0
2021-05-10,5719.0,3605,9324.0
2021-05-11,5694.0,3589,9283.0
2021-05-12,5655.0,3585,9240.0
2021-05-13,5658.0,3572,9230.0
2021-05-14,5645.0,3557,9202.0
2021-05-15,5648.0,3545,9193.0
2021-05-16,5698.0,3548,9246.0
2021-05-17,5709.0,3563,9272.0
2021-05-18,5699.0,3556,9255.0
2021-05-19,5698.0,3546,9244.0
2021-05-20,5698.0,3531,9229.0
2021-05-21,5690.0,3535,9225.0
2021-05-22,5688.0,3532,9220.0
2021-05-23,5746.0,3536,9282.0
2021-05-24,5784.0,3538,9322.0
2021-05-25,5811.0,3527,9338.0
2021-05-26,5811.0,3522,9333.0
2021-05-27,5789.0,3516,9305.0
2021-05-28,5784.0,3511,9295.0
2021-06-01,5899.0,3515,9414.0
2021-06-02,5882.0,3499,9381.0
2021-06-03,5843.0,3485,9328.0
2021-06-04,5830.0,3485,9315.0
2021-06-05,5842.0,3489,9331.0
2021-06-06,5849.0,3501,9350.0
2021-06-07,5883.0,3503,9386.0
2021-06-08,5886.0,3499,9385.0
2021-06-09,5865.0,3489,9354.0
2021-06-10,5844.0,3483,9327.0
2021-06-11,5841.0,3474,9315.0
2021-06-12,5839.0,3469,9308.0
2021-06-13,5858.0,3494,9352.0
2021-06-14,5877.0,3500,9377.0
2021-06-15,5876.0,3484,9360.0
2021-06-16,5853.0,3469,9322.0
2021-06-17,5843.0,3454,9297.0
2021-06-18,5837.0,3456,9293.0
2021-06-19,5879.0,3467,9346.0
2021-06-20,5945.0,3479,9424.0
2021-06-21,5962.0,3482,9444.0
2021-06-22,5997.0,3478,9475.0
2021-06-23,5946.0,3474,9420.0
2021-06-24,5934.0,3471,9405.0
2021-06-25,5919.0,3471,9390.0
2021-06-26,5918.0,3464,9382.0
2021-06-27,5937.0,3486,9423.0
2021-06-28,5924.0,3496,9420.0
2021-06-29,5913.0,3499,9412.0
2021-06-30,5907.0,3497,9404.0
2021-07-01,5851.0,3493,9344.0
2021-07-02,5835.0,3480,9315.0
2021-07-03,5847.0,3483,9330.0
2021-07-04,5888.0,3498,9386.0
2021-07-05,5930.0,3512,9442.0
2021-07-06,5955.0,3519,9474.0
2021-07-07,5936.0,3520,9456.0
2021-07-08,5909.0,3508,9417.0
2021-07-09,5882.0,3500,9382.0
2021-07-10,5898.0,3491,9389.0
2021-07-11,5947.0,3504,9451.0
2021-07-12,5968.0,3507,9475.0
2021-07-13,5955.0,3495,9450.0
2021-07-14,5946.0,3485,9431.0
2021-07-15,5890.0,3476,9366.0
2021-07-16,5863.0,3461,9324.0
2021-07-17,5860.0,3462,9322.0
2021-07-18,5900.0,3468,9368.0
2021-07-19,5933.0,3471,9404.0
2021-07-20,5916.0,3465,9381.0
2021-07-21,5886.0,3450,9336.0
2021-07-22,5903.0,3436,9339.0
2021-07-23,5896.0,3426,9322.0
2021-07-24,5902.0,3419,9321.0
2021-07-25,5942.0,3419,9361.0
2021-07-26,5976.0,3429,9405.0
2021-07-27,5954.0,3409,9363.0
2021-07-28,5968.0,3403,9371.0
2021-07-29,5977.0,3403,9380.0
2021-07-30,5963.0,3376,9339.0
2021-08-01,5992.0,3392,9384.0
2021-08-02,6000.0,3403,9403.0
2021-08-03,6008.0,3377,9385.0
2021-08-04,5996.0,3357,9353.0
2021-08-05,5974.0,3345,9319.0
2021-08-06,6011.0,3325,9336.0
2021-08-07,5993.0,3320,9313.0
2021-08-08,6047.0,3330,9377.0
2021-08-09,6044.0,3337,9381.0
2021-08-10,6047.0,3323,9370.0
2021-08-11,5974.0,3321,9295.0
2021-08-12,5973.0,3307,9280.0
2021-08-13,5912.0,3305,9217.0
2021-08-14,5926.0,3308,9234.0
2021-08-15,5956.0,3319,9275.0
2021-08-16,5991.0,3323,9314.0
2021-08-17,5997.0,3310,9307.0
2021-08-18,5961.0,3297,9258.0
2021-08-19,5860.0,3285,9145.0
2021-08-20,5840.0,3282,9122.0
2021-08-21,5818.0,3261,9079.0
2021-08-22,5848.0,3275,9123.0
2021-08-23,5869.0,3277,9146.0
2021-08-24,5824.0,3262,9086.0
2021-08-25,5749.0,3261,9010.0
2021-08-26,5759.0,3231,8990.0
2021-08-27,5753.0,3214,8967.0
2021-08-28,5763.0,3208,8971.0
2021-08-29,5786.0,3212,8998.0
2021-08-30,5753.0,3209,8962.0
2021-08-31,5683.0,3189,8872.0
2021-09-01,5628.0,3167,8795.0
2021-09-02,5576.0,3146,8722.0
2021-09-03,5479.0,3150,8629.0
2021-09-04,5487.0,3154,8641.0
2021-09-05,5519.0,3165,8684.0
2021-09-06,5553.0,3184,8737.0
2021-09-07,5611.0,3184,8795.0
2021-09-08,5593.0,3173,8766.0
2021-09-09,5593.0,3158,8751.0
2021-09-10,5615.0,3161,8776.0
2021-09-11,5594.0,3153,8747.0
2021-09-12,5628.0,3164,8792.0
2021-09-13,5656.0,3169,8825.0
2021-09-14,5655.0,3156,8811.0
2021-09-15,5627.0,3135,8762.0
2021-09-16,5602.0,3124,8726.0
2021-09-17,5617.0,3110,8727.0
2021-09-18,5630.0,3106,8736.0
2021-09-19,5665.0,3112,8777.0
2021-09-20,5694.0,3112,8806.0
2021-09-21,5696.0,3098,8794.0
2021-09-22,5652.0,3085,8737.0
2021-09-23,5667.0,3056,8723.0
2021-09-24,5657.0,3051,8708.0
2021-09-25,5671.0,3044,8715.0
2021-09-26,5720.0,3047,8767.0
2021-09-27,5752.0,3055,8807.0
2021-09-28,5722.0,3043,8765.0
2021-09-29,5700.0,3043,8743.0
2021-10-01,5637.0,3013,8650.0
2021-10-02,5650.0,3002,8652.0
2021-10-03,5689.0,3005,8694.0
2021-10-04,5712.0,3009,8721.0
2021-10-05,5696.0,2988,8684.0
2021-10-06,5688.0,2979,8667.0
2021-10-07,5676.0,2965,8641.0
2021-10-08,5671.0,2950,8621.0
2021-10-09,5662.0,2946,8608.0
2021-10-10,5686.0,2955,8641.0
2021-10-11,5712.0,2967,8679.0
2021-10-12,5745.0,2962,8707.0
2021-10-13,5733.0,2952,8685.0
2021-10-14,5740.0,2935,8675.0
2021-10-15,5733.0,2930,8663.0
2021-10-16,5720.0,2933,8653.0
2021-10-17,5726.0,2952,8678.0
2021-10-18,5754.0,2960,8714.0
2021-10-19,5762.0,2947,8709.0
2021-10-20,5742.0,2930,8672.0
2021-10-21,5722.0,2918,8640.0
2021-10-22,5699.0,2915,8614.0
2021-10-23,5703.0,2916,8619.0
2021-10-24,5744.0,2928,8672.0
2021-10-25,5798.0,2928,8726.0
2021-10-26,5764.0,2918,8682.0
2021-10-27,5732.0,2911,8643.0
2021-10-28,5760.0,2910,8670.0
2021-10-29,5690.0,2909,8599.0
2021-11-01,5777.0,2906,8683.0
2021-11-02,5795.0,2881,8676.0
2021-11-03,5774.0,2881,8655.0
2021-11-04,5776.0,2867,8643.0
2021-11-05,5773.0,2857,8630.0
2021-11-06,5804.0,2850,8654.0
2021-11-07,5818.0,2857,8675.0
2021-11-08,5846.0,2858,8704.0
2021-11-09,5828.0,2845,8673.0
2021-11-10,5772.0,2839,8611.0
2021-11-11,5809.0,2827,8636.0
2021-11-12,5807.0,2837,8644.0
2021-11-13,5808.0,2834,8642.0
2021-11-14,5846.0,2838,8684.0
2021-11-15,5864.0,2849,8713.0
2021-11-16,5876.0,2840,8716.0
2021-11-17,5827.0,2832,8659.0
2021-11-18,5797.0,2812,8609.0
2021-11-19,5768.0,2803,8571.0
2021-11-20,5778.0,2794,8572.0
2021-11-21,5825.0,2799,8624.0
2021-11-22,5846.0,2808,8654.0
2021-11-23,5831.0,2798,8629.0
2021-11-24,5809.0,2789,8598.0
2021-11-25,5823.0,2795,8618.0
2021-11-26,5866.0,2797,8663.0
2021-11-27,5887.0,2802,8689.0
2021-11-28,5921.0,2810,8731.0
2021-11-29,5949.0,2819,8768.0
2021-11-30,5936.0,2803,8739.0
2021-12-01,5879.0,2804,8683.0
2021-12-02,5845.0,2780,8625.0
2021-12-03,5797.0,2774,8571.0
2021-12-04,5863.0,2755,8618.0
2021-12-05,5902.0,2760,8662.0
2021-12-06,5928.0,2776,8704.0
2021-12-07,5873.0,2764,8637.0
2021-12-08,5823.0,2752,8575.0
2021-12-09,5753.0,2743,8496.0
2021-12-10,5643.0,2735,8378.0
2021-12-11,5639.0,2725,8364.0
2021-12-12,5701.0,2731,8432.0
2021-12-13,5669.0,2740,8409.0
2021-12-14,5697.0,2725,8422.0
2021-12-15,5664.0,2715,8379.0
2021-12-16,5632.0,2709,8341.0
2021-12-17,5619.0,2699,8318.0
2021-12-18,5624.0,2689,8313.0
2021-12-19,5648.0,2701,8349.0
2021-12-20,5678.0,2706,8384.0
2021-12-21,5689.0,2681,8370.0
2021-12-22,5649.0,2680,8329.0
2021-12-23,5608.0,2675,8283.0
2021-12-24,5604.0,2673,8277.0
2021-12-25,5610.0,2679,8289.0
2021-12-26,5655.0,2690,8345.0
2021-12-27,5670.0,2686,8356.0
2021-12-28,5630.0,2685,8315.0
2021-12-29,5600.0,2685,8285.0
2021-12-30,5619.0,2675,8294.0
2022-01-01,5654.0,2668,8322.0
2022-01-02,5702.0,2672,8374.0
2022-01-03,5722.0,2673,8395.0
2022-01-04,5741.0,2661,8402.0
2022-01-05,5738.0,2655,8393.0
2022-01-06,5751.0,2640,8391.0
2022-01-07,5760.0,2631,8391.0
2022-01-08,5770.0,2624,8394.0
2022-01-09,5802.0,2633,8435.0
2022-01-10,5811.0,2639,8450.0
2022-01-11,5834.0,2628,8462.0
2022-01-12,5848.0,2621,8469.0
2022-01-13,5849.0,2598,8447.0
2022-01-14,5857.0,2592,8449.0
2022-01-15,5872.0,2592,8464.0
2022-01-16,5910.0,2596,8506.0
2022-01-17,5957.0,2602,8559.0
2022-01-18,5975.0,2603,8578.0
2022-01-19,5966.0,2595,8561.0
2022-01-20,5962.0,2587,8549.0
2022-01-21,5957.0,2583,8540.0
2022-01-22,5966.0,2578,8544.0
2022-01-23,5991.0,2588,8579.0
2022-01-24,6036.0,2589,8625.0
2022-01-25,6010.0,2581,8591.0
2022-01-26,5988.0,2570,8558.0
2022-01-27,5955.0,2559,8514.0
2022-01-28,5970.0,2550,8520.0
2022-01-29,5983.0,2548,8531.0
2022-01-30,6016.0,2546,8562.0
2022-02-01,6006.0,2537,8543.0
2022-02-02,6021.0,2538,8559.0
2022-02-03,5987.0,2536,8523.0
2022-02-04,5986.0,2536,8522.0
2022-02-05,5984.0,2543,8527.0
2022-02-06,6024.0,2553,8577.0
2022-02-07,6038.0,2560,8598.0
2022-02-08,6002.0,2557,8559.0
2022-02-09,5941.0,2558,8499.0
2022-02-10,5937.0,2550,8487.0
2022-02-11,5954.0,2535,8489.0
2022-02-12,5993.0,2542,8535.0
2022-02-13,6042.0,2546,8588.0
2022-02-14,6078.0,2553,8631.0
2022-02-15,6026.0,2541,8567.0
2022-02-16,6034.0,2534,8568.0
2022-02-17,6006.0,2518,8524.0
2022-02-18,5998.0,2514,8512.0
2022-02-19,5995.0,2512,8507.0
2022-02-20,6044.0,2522,8566.0
2022-02-21,6069.0,2535,8604.0
2022-02-22,6052.0,2546,8598.0
2022-02-23,6060.0,2551,8611.0
2022-02-24,6029.0,2532,8561.0
2022-02-25,6035.0,2528,8563.0
2022-02-26,6049.0,2520,8569.0
2022-02-27,6088.0,2535,8623.0
2022-02-28,6095.0,2544,8639.0
2022-03-01,6048.0,2545,8593.0
2022-03-02,6030.0,2533,8563.0
2022-03-03,6060.0,2519,8579.0
2022-03-04,6040.0,2515,8555.0
2022-03-05,6058.0,2506,8564.0
2022-03-06,6117.0,2510,8627.0
2022-03-07,6158.0,2520,8678.0
2022-03-08,6119.0,2520,8639.0
2022-03-09,6059.0,2508,8567.0
2022-03-10,6031.0,2493,8524.0
2022-03-11,6050.0,2484,8534.0
2022-03-12,6054.0,2484,8538.0
2022-03-13,6100.0,2492,8592.0
2022-03-14,6137.0,2497,8634.0
2022-03-15,6072.0,2500,8572.0
2022-03-16,6025.0,2488,8513.0
2022-03-17,6019.0,2479,8498.0
2022-03-18,6044.0,2474,8518.0
2022-03-19,6035.0,2470,8505.0
2022-03-20,6067.0,2483,8550.0
2022-03-21,6094.0,2488,8582.0
2022-03-22,6058.0,2466,8524.0
2022-03-23,5997.0,2443,8440.0
2022-03-24,6034.0,2440,8474.0
2022-03-25,6030.0,2443,8473.0
2022-03-26,6034.0,2429,8463.0
2022-03-27,6073.0,2437,8510.0
2022-03-28,6093.0,2443,8536.0
2022-03-29,6066.0,2428,8494.0
2022-03-30,6073.0,2419,8492.0
2022-03-31,6030.0,2409,8439.0
2022-04-01,6014.0,2410,8424.0
2022-04-02,5999.0,2415,8414.0
2022-04-03,6052.0,2414,8466.0
2022-04-04,6023.0,2420,8443.0
2022-04-05,5966.0,2416,8382.0
2022-04-06,5901.0,2421,8322.0
2022-04-07,5856.0,2415,8271.0
2022-04-08,5802.0,2415,8217.0
2022-04-09,5803.0,2425,8228.0
2022-04-10,5862.0,2425,8287.0
2022-04-11,5826.0,2428,8254.0
2022-04-12,5775.0,2407,8182.0
2022-04-13,5719.0,2406,8125.0
2022-04-14,5677.0,2391,8068.0
2022-04-15,5679.0,2383,8062.0
2022-04-16,5680.0,2395,8075.0
2022-04-17,5717.0,2391,8108.0
2022-04-18,5685.0,2394,8079.0
2022-04-19,5703.0,2385,8088.0
2022-04-20,5637.0,2375,8012.0
2022-04-21,5575.0,2370,7945.0
2022-04-22,5531.0,2364,7895.0
2022-04-23,5547.0,2360,7907.0
2022-04-24,5594.0,2368,7962.0
2022-04-25,5562.0,2366,7928.0
2022-04-26,5503.0,2355,7858.0
2022-04-27,5480.0,2339,7819.0
2022-04-28,5498.0,2331,7829.0
2022-05-01,5547.0,2333,7880.0
2022-05-02,5576.0,2344,7920.0
2022-05-03,5541.0,2332,7873.0
2022-05-04,5494.0,2319,7813.0
2022-05-05,5439.0,2312,7751.0
2022-05-06,5424.0,2295,7719.0
2022-05-07,5434.0,2292,7726.0
2022-05-08,5462.0,2292,7754.0
2022-05-09,5477.0,2304,7781.0
2022-05-10,5462.0,2301,7763.0
2022-05-11,5443.0,2300,7743.0
2022-05-12,5441.0,2284,7725.0
2022-05-13,5477.0,2276,7753.0
2022-05-14,5490.0,2281,7771.0
2022-05-15,5546.0,2282,7828.0
2022-05-16,5592.0,2290,7882.0
2022-05-17,5543.0,2284,7827.0
2022-05-18,5495.0,2277,7772.0
2022-05-19,5470.0,2272,7742.0
2022-05-20,5465.0,2270,7735.0
2022-05-21,5481.0,2268,7749.0
2022-05-22,5530.0,2278,7808.0
2022-05-23,5562.0,2296,7858.0
2022-05-24,5522.0,2290,7812.0
2022-05-25,5504.0,2281,7785.0
2022-05-26,5467.0,2280,7747.0
2022-05-27,5481.0,2286,7767.0
2022-05-28,5501.0,2286,7787.0
2022-05-29,5563.0,2286,7849.0
2022-05-30,5599.0,2292,7891.0
2022-05-31,5604.0,2294,7898.0
2022-06-01,5631.0,2295,7926.0
2022-06-02,5584.0,2279,7863.0
2022-06-03,5555.0,2279,7834.0
2022-06-04,5541.0,2282,7823.0
2022-06-05,5566.0,2295,7861.0
2022-06-06,5581.0,2302,7883.0
2022-06-07,5508.0,2297,7805.0
2022-06-08,5503.0,2291,7794.0
2022-06-09,5494.0,2255,7749.0
2022-06-10,5490.0,2253,7743.0
2022-06-11,5514.0,2256,7770.0
2022-06-12,5515.0,2251,7766.0
2022-06-13,5556.0,2248,7804.0
2022-06-14,5522.0,2238,7760.0
2022-06-15,5547.0,2233,7780.0
2022-06-16,5530.0,2226,7756.0
2022-06-17,5574.0,2219,7793.0
2022-06-18,5579.0,2222,7801.0
2022-06-19,5633.0,2228,7861.0
2022-06-20,5668.0,2230,7898.0
2022-06-21,5640.0,2236,7876.0
2022-06-22,5655.0,2219,7874.0
2022-06-23,5618.0,2216,7834.0
2022-06-24,5631.0,2212,7843.0
2022-06-25,5619.0,2222,7841.0
2022-06-26,5664.0,2225,7889.0
2022-06-27,5685.0,2241,7926.0
2022-06-28,5605.0,2232,7837.0
2022-06-29,5608.0,2231,7839.0
2022-07-01,5633.0,2213,7846.0
2022-07-02,5630.0,2223,7853.0
2022-07-03,5707.0,2237,7944.0
2022-07-04,5752.0,2251,8003.0
2022-07-05,5715.0,2266,7981.0
2022-07-06,5737.0,2264,8001.0
2022-07-07,5687.0,2251,7938.0
2022-07-08,5718.0,2254,7972.0
2022-07-09,5688.0,2250,7938.0
2022-07-10,5726.0,2254,7980.0
2022-07-11,5761.0,2256,8017.0
2022-07-12,5693.0,2262,7955.0
2022-07-13,5694.0,2268,7962.0
2022-07-14,5640.0,2246,7886.0
2022-07-15,5595.0,2239,7834.0
2022-07-16,5648.0,2244,7892.0
2022-07-17,5698.0,2252,7950.0
2022-07-18,5711.0,2259,7970.0
2022-07-19,5632.0,2248,7880.0
2022-07-20,5637.0,2243,7880.0
2022-07-21,5564.0,2249,7813.0
2022-07-22,5548.0,2241,7789.0
2022-07-23,5565.0,2236,7801.0
2022-07-24,5607.0,2251,7858.0
2022-07-25,5637.0,2260,7897.0
2022-07-26,5574.0,2251,7825.0
2022-07-27,5570.0,2248,7818.0
2022-07-28,5533.0,2238,7771.0
2022-07-29,5559.0,2241,7800.0
2022-08-01,5611.0,2257,7868.0
2022-08-02,5566.0,2246,7812.0
2022-08-03,5545.0,2246,7791.0
2022-08-04,5526.0,2229,7755.0
2022-08-05,5554.0,2220,7774.0
2022-08-06,5560.0,2219,7779.0
2022-08-07,5604.0,2223,7827.0
2022-08-08,5641.0,2229,7870.0
2022-08-09,5582.0,2223,7805.0
2022-08-10,5601.0,2220,7821.0
2022-08-11,5605.0,2209,7814.0
2022-08-12,5604.0,2211,7815.0
2022-08-13,5599.0,2211,7810.0
2022-08-14,5633.0,2223,7856.0
2022-08-15,5658.0,2230,7888.0
2022-08-16,5608.0,2211,7819.0
2022-08-17,5607.0,2207,7814.0
2022-08-18,5580.0,2203,7783.0
2022-08-19,5589.0,2196,7785.0
2022-08-20,5583.0,2195,7778.0
2022-08-21,5625.0,2199,7824.0
2022-08-22,5637.0,2201,7838.0
2022-08-23,5590.0,2185,7775.0
2022-08-24,5619.0,2175,7794.0
2022-08-25,5601.0,2172,7773.0
2022-08-26,5623.0,2161,7784.0
2022-08-27,5614.0,2167,7781.0
2022-08-28,5680.0,2171,7851.0
2022-08-29,5728.0,2177,7905.0
2022-08-30,5661.0,2162,7823.0
2022-08-31,5673.0,2159,7832.0
2022-09-01,5645.0,2147,7792.0
2022-09-02,5649.0,2138,7787.0
2022-09-03,5645.0,2147,7792.0
2022-09-04,5703.0,2152,7855.0
2022-09-05,5742.0,2162,7904.0
2022-09-06,5737.0,2163,7900.0
2022-09-07,5730.0,2150,7880.0
2022-09-08,5665.0,2145,7810.0
2022-09-09,5684.0,2135,7819.0
2022-09-10,5636.0,2133,7769.0
2022-09-11,5723.0,2139,7862.0
2022-09-12,5744.0,2144,7888.0
2022-09-13,5665.0,2127,7792.0
2022-09-14,5696.0,2126,7822.0
2022-09-15,5643.0,2118,7761.0
2022-09-16,5682.0,2108,7790.0
2022-09-17,5698.0,2106,7804.0
2022-09-18,5718.0,2114,7832.0
2022-09-19,5751.0,2119,7870.0
2022-09-20,5690.0,2105,7795.0
2022-09-21,5676.0,2102,7778.0
2022-09-22,5624.0,2099,7723.0
2022-09-23,5637.0,2091,7728.0
2022-09-24,5647.0,2092,7739.0
2022-09-25,5701.0,2094,7795.0
2022-09-26,5733.0,2099,7832.0
2022-09-27,5640.0,2098,7738.0
2022-09-28,5640.0,2102,7742.0
2022-09-29,5582.0,2098,7680.0
2022-09-30,5612.0,2092,7704.0
2022-10-01,5599.0,2094,7693.0
2022-10-02,5625.0,2096,7721.0
2022-10-03,5668.0,2097,7765.0
2022-10-04,5608.0,2094,7702.0
2022-10-05,5602.0,2095,7697.0
2022-10-06,5529.0,2079,7608.0
2022-10-07,5520.0,2080,7600.0
2022-10-08,5541.0,2077,7618.0
2022-10-09,5578.0,2082,7660.0
2022-10-10,5617.0,2085,7702.0
2022-10-11,5586.0,2083,7669.0
2022-10-12,5594.0,2079,7673.0
2022-10-13,5546.0,2061,7607.0
2022-10-14,5561.0,2057,7618.0
2022-10-15,5543.0,2058,7601.0
2022-10-16,5577.0,2058,7635.0
2022-10-17,5615.0,2053,7668.0
2022-10-18,5568.0,2053,7621.0
2022-10-19,5550.0,2056,7606.0
2022-10-20,5502.0,2051,7553.0
2022-10-21,5522.0,2040,7562.0
2022-10-22,5503.0,2039,7542.0
2022-10-23,5543.0,2044,7587.0
2022-10-24,5581.0,2045,7626.0
2022-10-25,5524.0,2037,7561.0
2022-10-26,5526.0,2036,7562.0
2022-10-27,5461.0,2023,7484.0
2022-10-28,5494.0,2008,7502.0
2022-10-29,5510.0,2000,7510.0
2022-10-30,5542.0,2008,7550.0
2022-10-31,5557.0,2015,7572.0
2022-11-01,5524.0,2016,7540.0
2022-11-02,5534.0,2014,7548.0
2022-11-03,5496.0,2008,7504.0
2022-11-04,5477.0,2001,7478.0
2022-11-05,5500.0,1993,7493.0
2022-11-06,5545.0,2004,7549.0
2022-11-07,5493.0,2012,7505.0
2022-11-08,5536.0,2004,7540.0
2022-11-09,5531.0,1992,7523.0
2022-11-10,5502.0,1977,7479.0
2022-11-11,5471.0,1999,7470.0
2022-11-12,5498.0,2004,7502.0
2022-11-13,5531.0,2011,7542.0
2022-11-14,5577.0,2017,7594.0
2022-11-15,5503.0,2017,7520.0
2022-11-16,5493.0,2016,7509.0
2022-11-17,5434.0,2012,7446.0
2022-11-18,5423.0,2015,7438.0
2022-11-19,5424.0,2003,7427.0
2022-11-20,5447.0,2005,7452.0
2022-11-21,5478.0,2013,7491.0
2022-11-22,5435.0,2005,7440.0
2022-11-23,5400.0,2007,7407.0
2022-11-24,5396.0,2006,7402.0
2022-11-25,5447.0,2008,7455.0
2022-11-26,5466.0,2006,7472.0
2022-11-27,5506.0,2010,7516.0
2022-11-28,5536.0,2011,7547.0
2022-11-29,5496.0,2004,7500.0
2022-12-01,5436.0,1996,7432.0
2022-12-02,5442.0,1997,7439.0
2022-12-03,5442.0,1986,7428.0
2022-12-04,5474.0,1994,7468.0
2022-12-05,5495.0,2000,7495.0
2022-12-06,5431.0,1988,7419.0
2022-12-07,5437.0,1994,7431.0
2022-12-08,5396.0,1983,7379.0
2022-12-09,5398.0,1972,7370.0
2022-12-10,5374.0,1976,7350.0
2022-12-11,5403.0,1983,7386.0
2022-12-12,5433.0,1987,7420.0
2022-12-13,5432.0,1979,7411.0
2022-12-14,5396.0,1965,7361.0
2022-12-15,5337.0,1944,7281.0
2022-12-16,5323.0,1948,7271.0
2022-12-17,5325.0,1945,7270.0
2022-12-18,5358.0,1955,7313.0
2022-12-19,5376.0,1962,7338.0
2022-12-20,5316.0,1957,7273.0
2022-12-21,5302.0,1958,7260.0
2022-12-22,5232.0,1955,7187.0
2022-12-23,5249.0,1958,7207.0
2022-12-24,5253.0,1970,7223.0
2022-12-25,5263.0,1974,7237.0
2022-12-26,5279.0,1986,7265.0
2022-12-27,5265.0,1989,7254.0
2022-12-28,5273.0,1985,7258.0
2022-12-29,5256.0,1978,7234.0
2022-12-30,5248.0,1977,7225.0
2023-01-01,5302.0,1988,7290.0
2023-01-02,5356.0,1990,7346.0
2023-01-03,5349.0,1992,7341.0
2023-01-04,5367.0,1994,7361.0
2023-01-05,5328.0,1982,7310.0
2023-01-06,5360.0,1984,7344.0
2023-01-07,5372.0,1975,7347.0
2023-01-08,5422.0,1978,7400.0
2023-01-09,5454.0,1980,7434.0
2023-01-10,5397.0,1974,7371.0
2023-01-11,5397.0,1965,7362.0
2023-01-12,5373.0,1949,7322.0
2023-01-13,5413.0,1954,7367.0
2023-01-14,5425.0,1955,7380.0
2023-01-15,5475.0,1962,7437.0
2023-01-16,5519.0,1966,7485.0
2023-01-17,5489.0,1970,7459.0
2023-01-18,5521.0,1964,7485.0
2023-01-19,5485.0,1955,7440.0
