Date,Jail Population,Community Corrections,Total Male And Female
2025-01-30,5329.0,1521,6850.0
2025-01-31,5334.0,1510,6844.0
2025-02-01,5384.0,1510,6894.0
2025-02-02,5441.0,1511,6952.0
2025-02-03,5467.0,1512,6979.0
2025-02-04,5422.0,1513,6935.0
2025-02-05,5407.0,1508,6915.0
2025-02-06,5402.0,1502,6904.0
2025-02-07,5416.0,1501,6917.0
2025-02-08,5434.0,1505,6939.0
2025-02-09,5504.0,1512,7016.0
2025-02-10,5532.0,1516,7048.0
2025-02-11,5455.0,1514,6969.0
2025-02-12,5421.0,1512,6933.0
2025-02-13,5476.0,1516,6992.0
2025-02-14,5477.0,1519,6996.0
2025-02-15,5468.0,1516,6984.0
2025-02-16,5536.0,1518,7054.0
2025-02-17,5600.0,1521,7121.0
2025-02-18,5587.0,1524,7111.0
2025-02-19,5577.0,1528,7105.0
2025-02-20,5545.0,1529,7074.0
2025-02-21,5550.0,1529,7079.0
2025-02-22,5535.0,1528,7063.0
2025-02-23,5634.0,1528,7162.0
2025-02-24,5710.0,1533,7243.0
2025-02-25,5624.0,1543,7167.0
2025-02-26,5603.0,1533,7136.0
2025-02-27,5562.0,1536,7098.0
2025-02-28,5585.0,1534,7119.0
2025-03-01,5595.0,1530,7125.0
2025-03-02,5653.0,1538,7191.0
2025-03-03,5716.0,1539,7255.0
2025-03-04,5684.0,1548,7232.0
2025-03-05,5672.0,1550,7222.0
2025-03-06,5604.0,1533,7137.0
2025-03-07,5612.0,1529,7141.0
2025-03-08,5608.0,1529,7137.0
2025-03-09,5679.0,1533,7212.0
2025-03-10,5758.0,1536,7294.0
2025-03-11,5713.0,1536,7249.0
2025-03-12,5718.0,1534,7252.0
2025-03-13,5681.0,1526,7207.0
2025-03-14,5712.0,1519,7231.0
2025-03-15,5712.0,1520,7232.0
2025-03-16,5800.0,1522,7322.0
2025-03-17,5838.0,1528,7366.0
2025-03-18,5778.0,1530,7308.0
2025-03-19,5761.0,1538,7299.0
2025-03-20,5728.0,1529,7257.0
2025-03-21,5736.0,1524,7260.0
2025-03-22,5740.0,1523,7263.0
2025-03-23,5816.0,1523,7339.0
2025-03-24,5865.0,1524,7389.0
2025-03-25,5778.0,1527,7305.0
2025-03-26,5772.0,1523,7295.0
2025-03-27,5750.0,1527,7277.0
2025-03-28,5779.0,1530,7309.0
2025-03-29,5708.0,1536,7244.0
2025-03-30,5826.0,1541,7367.0
2025-03-31,5861.0,1547,7408.0
2025-04-01,5794.0,1545,7339.0
2025-04-02,5767.0,1537,7304.0
2025-04-03,5717.0,1529,7246.0
2025-04-05,5691.0,1514,7205.0
2025-04-06,5749.0,1516,7265.0
2025-04-07,5783.0,1519,7302.0
2025-04-08,5729.0,1518,7247.0
2025-04-09,5705.0,1500,7205.0
2025-04-10,5709.0,1499,7208.0
2025-04-11,5704.0,1497,7201.0
2025-04-12,5683.0,1491,7174.0
2025-04-13,5755.0,1494,7249.0
2025-04-14,5797.0,1498,7295.0
2025-04-15,5702.0,1502,7204.0
2025-04-16,5672.0,1498,7170.0
2025-04-17,5624.0,1486,7110.0
2025-04-18,5634.0,1479,7113.0
2025-04-19,5634.0,1478,7112.0
2025-04-20,5723.0,1479,7202.0
2025-04-21,5756.0,1479,7235.0
2025-04-22,5649.0,1476,7125.0
2025-04-23,5638.0,1475,7113.0
2025-04-24,5645.0,1458,7103.0
2025-04-25,5639.0,1453,7092.0
2025-04-26,5673.0,1454,7127.0
2025-04-27,5738.0,1449,7187.0
2025-04-28,5792.0,1445,7237.0
2025-04-29,5695.0,1442,7137.0
2025-04-30,5682.0,1424,7106.0
2025-05-01,5655.0,1425,7080.0
2025-05-02,5653.0,1421,7074.0
2025-05-03,5668.0,1415,7083.0
2025-05-04,5712.0,1414,7126.0
2025-05-05,5790.0,1410,7200.0
2025-05-06,5686.0,1414,7100.0
2025-05-07,5642.0,1401,7043.0
2025-05-08,5609.0,1394,7003.0
2025-05-09,5622.0,1379,7001.0
2025-05-10,5651.0,1372,7023.0
2025-05-11,5704.0,1369,7073.0
2025-05-12,5748.0,1370,7118.0
2025-05-13,5675.0,1365,7040.0
2025-05-14,5660.0,1351,7011.0
2025-05-15,5624.0,1343,6967.0
2025-05-16,5647.0,1343,6990.0
2025-05-17,5648.0,1342,6990.0
2025-05-18,5713.0,1340,7053.0
2025-05-19,5757.0,1339,7096.0
2025-05-20,5707.0,1331,7038.0
2025-05-21,5682.0,1320,7002.0
2025-05-22,5662.0,1311,6973.0
2025-05-23,5668.0,1304,6972.0
2025-05-24,5684.0,1297,6981.0
2025-05-25,5754.0,1297,7051.0
2025-05-26,5805.0,1296,7101.0
2025-05-27,5788.0,1293,7081.0
2025-05-28,5775.0,1287,7062.0
2025-05-29,5732.0,1278,7010.0
2025-06-01,5825.0,1263,7088.0
2025-06-02,5889.0,1263,7152.0
2025-06-03,5812.0,1260,7072.0
2025-06-04,5763.0,1247,7010.0
2025-06-05,5733.0,1237,6970.0
2025-06-06,5749.0,1234,6983.0
2025-06-07,5770.0,1231,7001.0
2025-06-08,5843.0,1230,7073.0
2025-06-09,5891.0,1225,7116.0
2025-06-10,5818.0,1220,7038.0
2025-06-11,5795.0,1210,7005.0
2025-06-12,5734.0,1208,6942.0
2025-06-13,5763.0,1203,6966.0
2025-06-14,5757.0,1197,6954.0
2025-06-15,5821.0,1199,7020.0
2025-06-16,5863.0,1198,7061.0
2025-06-17,5763.0,1195,6958.0
2025-06-18,5714.0,1183,6897.0
2025-06-19,5731.0,1163,6894.0
2025-06-20,5773.0,1163,6936.0
2025-06-21,5774.0,1162,6936.0
2025-06-22,5819.0,1161,6980.0
2025-06-23,5890.0,1161,7051.0
2025-06-24,5795.0,1158,6953.0
2025-06-25,5763.0,1145,6908.0
2025-06-26,5752.0,1132,6884.0
2025-06-27,5742.0,1123,6865.0
2025-06-28,5757.0,1121,6878.0
2025-06-29,5820.0,1121,6941.0
2025-06-30,5885.0,1118,7003.0
2025-07-01,5796.0,1113,6909.0
2025-07-02,5770.0,1104,6874.0
2025-07-03,5693.0,1098,6791.0
2025-07-04,5726.0,1091,6817.0
2025-07-05,5796.0,1089,6885.0
2025-07-06,5866.0,1088,6954.0
2025-07-07,5954.0,1085,7039.0
2025-07-08,5927.0,1084,7011.0
2025-07-09,5900.0,1078,6978.0
2025-07-10,5863.0,1071,6934.0
2025-07-11,5878.0,1061,6939.0
2025-07-12,5836.0,1052,6888.0
2025-07-13,5912.0,1052,6964.0
2025-07-14,5945.0,1052,6997.0
2025-07-15,5881.0,1046,6927.0
2025-07-16,5860.0,1030,6890.0
2025-07-17,5863.0,1026,6889.0
2025-07-18,5906.0,1017,6923.0
2025-07-19,5895.0,1010,6905.0
2025-07-20,5979.0,1009,6988.0
2025-07-21,6043.0,1008,7051.0
2025-07-22,5920.0,1009,6929.0
2025-07-23,5874.0,999,6873.0
2025-07-24,5853.0,997,6850.0
2025-07-25,5873.0,986,6859.0
2025-07-26,5910.0,978,6888.0
2025-07-27,5975.0,978,6953.0
2025-07-28,6016.0,977,6993.0
2025-07-29,5966.0,974,6940.0
2025-07-30,5933.0,960,6893.0
2025-07-31,5945.0,951,6896.0
2025-08-01,5954.0,938,6892.0
2025-08-02,5930.0,938,6868.0
2025-08-03,5967.0,938,6905.0
2025-08-04,6033.0,938,6971.0
2025-08-05,5960.0,937,6897.0
2025-08-06,5936.0,928,6864.0
2025-08-07,5915.0,922,6837.0
2025-08-08,5917.0,917,6834.0
2025-08-09,5916.0,913,6829.0
2025-08-10,5994.0,909,6903.0
2025-08-11,6051.0,908,6959.0
2025-08-12,5952.0,905,6857.0
2025-08-13,5927.0,902,6829.0
2025-08-14,5893.0,897,6790.0
2025-08-15,5920.0,882,6802.0
2025-08-16,5925.0,880,6805.0
2025-08-17,5974.0,879,6853.0
2025-08-18,6032.0,876,6908.0
2025-08-19,5940.0,873,6813.0
2025-08-20,5944.0,864,6808.0
2025-08-21,5913.0,858,6771.0
2025-08-22,5874.0,855,6729.0
2025-08-23,5905.0,850,6755.0
2025-08-24,5976.0,849,6825.0
2025-08-25,6050.0,849,6899.0
2025-08-26,5970.0,845,6815.0
2025-08-27,5949.0,837,6786.0
2025-08-28,5870.0,826,6696.0
2025-08-29,5867.0,821,6688.0
2025-09-01,5937.0,816,6753.0
2025-09-02,5914.0,815,6729.0
2025-09-03,5905.0,813,6718.0
2025-09-04,5826.0,812,6638.0
2025-09-05,5839.0,811,6650.0
2025-09-06,5868.0,812,6680.0
2025-09-07,5935.0,812,6747.0
2025-09-08,5995.0,812,6807.0
2025-09-09,5899.0,809,6708.0
2025-09-10,5930.0,799,6729.0
2025-09-11,5902.0,797,6699.0
2025-09-12,5954.0,789,6743.0
2025-09-13,5972.0,783,6755.0
2025-09-14,6033.0,783,6816.0
2025-09-15,6108.0,782,6890.0
2025-09-16,6047.0,778,6825.0
2025-09-17,6002.0,768,6770.0
2025-09-18,5968.0,759,6727.0
2025-09-19,5973.0,757,6730.0
2025-09-20,5988.0,754,6742.0
2025-09-21,6063.0,754,6817.0
2025-09-22,6098.0,753,6851.0
2025-09-23,6013.0,745,6758.0
2025-09-24,6002.0,742,6744.0
2025-09-25,5953.0,736,6689.0
2025-09-26,5966.0,729,6695.0
2025-09-27,5976.0,723,6699.0
2025-09-28,6025.0,722,6747.0
2025-09-29,6094.0,721,6815.0
2025-09-30,6024.0,715,6739.0
2025-10-01,6001.0,711,6712.0
2025-10-02,5951.0,702,6653.0
2025-10-03,5898.0,695,6593.0
2025-10-04,5936.0,687,6623.0
2025-10-05,6005.0,686,6691.0
2025-10-06,6064.0,686,6750.0
2025-10-07,6004.0,684,6688.0
2025-10-08,5960,677,6637
